150425,克什克腾旗,克什克腾旗,D,N,5,150400
150426,翁牛特旗,翁牛特旗,D,N,5,150400
150428,喀喇沁旗,喀喇沁旗,D,N,5,150400
150429,宁城,宁城县,D,N,5,150400
150430,敖汉旗,敖汉旗,D,N,5,150400
150500,通辽,通辽市,C,N,4,150000
150501,市辖区,市辖区,D,N,5,150500
150502,科尔沁,科尔沁区,D,N,5,150500
150521,科尔沁左翼中旗,科尔沁左翼中旗,D,N,5,150500
150522,科尔沁左翼后旗,科尔沁左翼后旗,D,N,5,150500
150523,开鲁,开鲁县,D,N,5,150500
150524,库伦旗,库伦旗,D,N,5,150500
150525,奈曼旗,奈曼旗,D,N,5,150500
150526,扎鲁特旗,扎鲁特旗,D,N,5,150500
150581,霍林郭勒,霍林郭勒市,D,N,5,150500
150600,鄂尔多斯,鄂尔多斯市,C,N,4,150000
150602,东胜,东胜区,D,N,5,150600
150621,达拉特旗,达拉特旗,D,N,5,150600
150622,准格尔旗,准格尔旗,D,N,5,150600
150623,鄂托克前旗,鄂托克前旗,D,N,5,150600
150624,鄂托克旗,鄂托克旗,D,N,5,150600
150625,杭锦旗,杭锦旗,D,N,5,150600
150626,乌审旗,乌审旗,D,N,5,150600
150627,伊金霍洛旗,伊金霍洛旗,D,N,5,150600
150700,呼伦贝尔,呼伦贝尔市,C,N,4,150000
150701,市辖区,市辖区,D,N,5,150700
150702,海拉尔,海拉尔区,D,N,5,150700
150721,阿荣旗,阿荣旗,D,N,5,150700
150722,莫力达瓦达斡尔族自治旗,莫力达瓦达斡尔族自治旗,D,N,5,150700
150723,鄂伦春自治旗,鄂伦春自治旗,D,N,5,150700
150724,鄂温克族自治旗,鄂温克族自治旗,D,N,5,150700
150725,陈巴尔虎旗,陈巴尔虎旗,D,N,5,150700
150726,新巴尔虎左旗,新巴尔虎左旗,D,N,5,150700
150727,新巴尔虎右旗,新巴尔虎右旗,D,N,5,150700
150781,满洲里,满洲里市,D,N,5,150700
150782,牙克石,牙克石市,D,N,5,150700
150783,扎兰屯,扎兰屯市,D,N,5,150700
150784,额尔古纳,额尔古纳市,D,N,5,150700
150785,根河,根河市,D,N,5,150700
150800,巴彦淖尔,巴彦淖尔市,C,N,4,150000
150801,市辖区,市辖区,D,N,5,150800
150802,临河,临河区,D,N,5,150800
150821,五原,五原县,D,N,5,150800
150822,磴口,磴口县,D,N,5,150800
150823,乌拉特前旗,乌拉特前旗,D,N,5,150800
150824,乌拉特中旗,乌拉特中旗,D,N,5,150800
150825,乌拉特后旗,乌拉特后旗,D,N,5,150800
150826,杭锦后旗,杭锦后旗,D,N,5,150800
150900,乌兰察布,乌兰察布市,C,N,4,150000
150901,市辖区,市辖区,D,N,5,150900
150902,集宁,集宁区,D,N,5,150900
150921,卓资,卓资县,D,N,5,150900
150922,化德,化德县,D,N,5,150900
150923,商都,商都县,D,N,5,150900
150924,兴和,兴和县,D,N,5,150900
150925,凉城,凉城县,D,N,5,150900
150926,察哈尔右翼前旗,察哈尔右翼前旗,D,N,5,150900
150927,察哈尔右翼中旗,察哈尔右翼中旗,D,N,5,150900
150928,察哈尔右翼后旗,察哈尔右翼后旗,D,N,5,150900
150929,四子王旗,四子王旗,D,N,5,150900
150981,丰镇,丰镇市,D,N,5,150900
152200,兴安盟,兴安盟,C,N,4,150000
152201,乌兰浩特,乌兰浩特市,D,N,5,152200
152202,阿尔山,阿尔山市,D,N,5,152200
152221,科尔沁右翼前旗,科尔沁右翼前旗,D,N,5,152200
152222,科尔沁右翼中旗,科尔沁右翼中旗,D,N,5,152200
152223,扎赉特旗,扎赉特旗,D,N,5,152200
152224,突泉,突泉县,D,N,5,152200
152500,锡林郭勒盟,锡林郭勒盟,C,N,4,150000
152501,二连浩特,二连浩特市,D,N,5,152500
152502,锡林浩特,锡林浩特市,D,N,5,152500
152522,阿巴嘎旗,阿巴嘎旗,D,N,5,152500
152523,苏尼特左旗,苏尼特左旗,D,N,5,152500
152524,苏尼特右旗,苏尼特右旗,D,N,5,152500
152525,东乌珠穆沁旗,东乌珠穆沁旗,D,N,5,152500
152526,西乌珠穆沁旗,西乌珠穆沁旗,D,N,5,152500
152527,太仆寺旗,太仆寺旗,D,N,5,152500
152528,镶黄旗,镶黄旗,D,N,5,152500
152529,正镶白旗,正镶白旗,D,N,5,152500
152530,正蓝旗,正蓝旗,D,N,5,152500
152531,多伦,多伦县,D,N,5,152500
152900,阿拉善盟,阿拉善盟,C,N,4,150000
152921,阿拉善左旗,阿拉善左旗,D,N,5,152900
152922,阿拉善右旗,阿拉善右旗,D,N,5,152900
152923,额济纳旗,额济纳旗,D,N,5,152900
210000,辽宁,辽宁省,P,N,5,101
210100,沈阳,沈阳市,C,C,3,210000
210101,市辖区,市辖区,D,N,5,210100
210102,和平,和平区,D,N,5,210100
210103,沈河,沈河区,D,N,5,210100
210104,大东,大东区,D,N,5,210100
210105,皇姑,皇姑区,D,N,5,210100
210106,铁西,铁西区,D,N,5,210100
210111,苏家屯,苏家屯区,D,N,5,210100
210112,东陵,东陵区,D,N,5,210100
210113,沈北新区*,沈北新区*,D,N,5,210100
210114,于洪,于洪区,D,N,5,210100
210122,辽中,辽中县,D,N,5,210100
210123,康平,康平县,D,N,5,210100
210124,法库,法库县,D,N,5,210100
210181,新民,新民市,D,N,5,210100
210200,大连,大连市,C,M,2,210000
210201,市辖区,市辖区,D,N,5,210200
210202,中山,中山区,D,N,5,210200
210203,西岗,西岗区,D,N,5,210200
210204,沙河口,沙河口区,D,N,5,210200
210211,甘井子,甘井子区,D,N,5,210200
210212,旅顺口,旅顺口区,D,N,5,210200
210213,金州,金州区,D,N,5,210200
210224,长海,长海县,D,N,5,210200
210281,瓦房店,瓦房店市,D,N,5,210200
210282,普兰店,普兰店市,D,N,5,210200
210283,庄河,庄河市,D,N,5,210200
210300,鞍山,鞍山市,C,N,4,210000
210301,市辖区,市辖区,D,N,5,210300
210302,铁东,铁东区,D,N,5,210300
210303,铁西,铁西区,D,N,5,210300
210304,立山,立山区,D,N,5,210300
210311,千山,千山区,D,N,5,210300
210321,台安,台安县,D,N,5,210300
210323,岫岩,岫岩满族自治县,D,N,5,210300
210381,海城,海城市,D,N,5,210300
210400,抚顺,抚顺市,C,N,4,210000
210401,市辖区,市辖区,D,N,5,210400
210402,新抚,新抚区,D,N,5,210400
210403,东洲,东洲区,D,N,5,210400
210404,望花,望花区,D,N,5,210400
210411,顺城,顺城区,D,N,5,210400
210421,抚顺,抚顺县,D,N,5,210400
210422,新宾,新宾满族自治县,D,N,5,210400
210423,清原,清原满族自治县,D,N,5,210400
210500,本溪,本溪市,C,N,4,210000
210501,市辖区,市辖区,D,N,5,210500
210502,平山,平山区,D,N,5,210500
210503,溪湖,溪湖区,D,N,5,210500
210504,明山,明山区,D,N,5,210500
210505,南芬,南芬区,D,N,5,210500
210521,本溪,本溪满族自治县,D,N,5,210500
210522,桓仁,桓仁满族自治县,D,N,5,210500
210600,丹东,丹东市,C,N,4,210000
210601,市辖区,市辖区,D,N,5,210600
210602,元宝,元宝区,D,N,5,210600
210603,振兴,振兴区,D,N,5,210600
210604,振安,振安区,D,N,5,210600
210624,宽甸,宽甸满族自治县,D,N,5,210600
210681,东港,东港市,D,N,5,210600
210682,凤城,凤城市,D,N,5,210600
210700,锦州,锦州市,C,N,4,210000
210701,市辖区,市辖区,D,N,5,210700
210702,古塔,古塔区,D,N,5,210700
210703,凌河,凌河区,D,N,5,210700
210711,太和,太和区,D,N,5,210700
210726,黑山,黑山县,D,N,5,210700
210727,义县,义县,D,N,5,210700
210781,凌海,凌海市,D,N,5,210700
210782,北镇市*,北镇市*,D,N,5,210700
210800,营口,营口市,C,N,4,210000
210801,市辖区,市辖区,D,N,5,210800
210802,站前,站前区,D,N,5,210800
210803,西市,西市区,D,N,5,210800
210804,鲅鱼圈,鲅鱼圈区,D,N,5,210800
210811,老边,老边区,D,N,5,210800
210881,盖州,盖州市,D,N,5,210800
210882,大石桥,大石桥市,D,N,5,210800
210900,阜新,阜新市,C,N,4,210000
210901,市辖区,市辖区,D,N,5,210900
210902,海州,海州区,D,N,5,210900
210903,新邱,新邱区,D,N,5,210900
210904,太平,太平区,D,N,5,210900
210905,清河门,清河门区,D,N,5,210900
210911,细河,细河区,D,N,5,210900
210921,阜新,阜新蒙古族自治县,D,N,5,210900
210922,彰武,彰武县,D,N,5,210900
211000,辽阳,辽阳市,C,N,4,210000
211001,市辖区,市辖区,D,N,5,211000
211002,白塔,白塔区,D,N,5,211000
211003,文圣,文圣区,D,N,5,211000
211004,宏伟,宏伟区,D,N,5,211000
211005,弓长岭,弓长岭区,D,N,5,211000
211011,太子河,太子河区,D,N,5,211000
211021,辽阳,辽阳县,D,N,5,211000
211081,灯塔,灯塔市,D,N,5,211000
211100,盘锦,盘锦市,C,N,4,210000
211101,市辖区,市辖区,D,N,5,211100
211102,双台子,双台子区,D,N,5,211100
211103,兴隆台,兴隆台区,D,N,5,211100
211121,大洼,大洼县,D,N,5,211100
211122,盘山,盘山县,D,N,5,211100
211200,铁岭,铁岭市,C,N,4,210000
211201,市辖区,市辖区,D,N,5,211200
211202,银州,银州区,D,N,5,211200
211204,清河,清河区,D,N,5,211200
211221,铁岭,铁岭县,D,N,5,211200
211223,西丰,西丰县,D,N,5,211200
211224,昌图,昌图县,D,N,5,211200
211281,调兵山,调兵山市,D,N,5,211200
211282,开原,开原市,D,N,5,211200
211300,朝阳,朝阳市,C,N,4,210000
211301,市辖区,市辖区,D,N,5,211300
211302,双塔,双塔区,D,N,5,211300
211303,龙城,龙城区,D,N,5,211300
211321,朝阳,朝阳县,D,N,5,211300
211322,建平,建平县,D,N,5,211300
211324,喀喇沁左翼,喀喇沁左翼蒙古族自治县,D,N,5,211300
211381,北票,北票市,D,N,5,211300
211382,凌源,凌源市,D,N,5,211300
211400,葫芦岛,葫芦岛市,C,N,4,210000
211401,市辖区,市辖区,D,N,5,211400
211402,连山,连山区,D,N,5,211400
211403,龙港,龙港区,D,N,5,211400
211404,南票,南票区,D,N,5,211400
211421,绥中,绥中县,D,N,5,211400
